Var1;S2_1;S2_2;S2_3;S2_4;S2_5;S2_6;S2_7;S2_8;S2_9;S2_10;S2_11;S2_12;S2_13;S2_14;S2_15;S2_16;S2_17;S2_18;S2_19;S2_20;S2_21
"L-Glutamate";-0.00285254106440667;-0.00285254106440667;-0.00285254106440667;-0.00285254106440667;-0.00285254106440667;-0.00285254106440667;-0.00285254106440667;-0.00285254106440667;-0.00285254106440667;-0.00285254106440667;-0.00285254106440667;-0.00285254106440667;-0.00285254106440667;-0.00285254106440667;-0.00285254106440667;-0.00285254106440667;-0.00285254106440667;-0.00285254106440667;-0.00285254106440667;-0.00285254106440667;-0.00285254106440667
"L-Aspartate";-0.00347575279669636;-0.00347575279669636;-0.00347575279669636;-0.00347575279669636;-0.00347575279669636;-0.00347575279669636;-0.00347575279669636;-0.00347575279669636;-0.00347575279669636;-0.00347575279669636;-0.00347575279669636;-0.00347575279669636;-0.00347575279669636;-0.00347575279669636;-0.00347575279669636;-0.00347575279669636;-0.00347575279669636;-0.00347575279669636;-0.00347575279669636;-0.00347575279669636;-0.00347575279669636
"L-cysteine";0.00885730730998685;0.00885730730998685;0.00885730730998685;0.00885730730998685;0.00885730730998685;0.00885730730998685;0.00885730730998685;0.00885730730998685;0.00885730730998685;0.00885730730998685;0.00885730730998685;0.00885730730998685;0.00885730730998685;0.00885730730998685;0.00885730730998685;0.00885730730998685;0.00885730730998685;0.00885730730998685;0.00885730730998685;0.00885730730998685;0.00885730730998685
"L-Homocysteine";-1.74808118491307e-05;-1.74808118491307e-05;-1.74808118491307e-05;-1.74808118491307e-05;-1.74808118491307e-05;-1.74808118491307e-05;-1.74808118491307e-05;-1.74808118491307e-05;-1.74808118491307e-05;-1.74808118491307e-05;-1.74808118491307e-05;-1.74808118491307e-05;-1.74808118491307e-05;-1.74808118491307e-05;-1.74808118491307e-05;-1.74808118491307e-05;-1.74808118491307e-05;-1.74808118491307e-05;-1.74808118491307e-05;-1.74808118491307e-05;-1.74808118491307e-05
"L-phenylalanine";-0.00269282631063644;-0.00269282631063644;-0.00269282631063644;-0.00269282631063644;-0.00269282631063644;-0.00269282631063644;-0.00269282631063644;-0.00269282631063644;-0.00269282631063644;-0.00269282631063644;-0.00269282631063644;-0.00269282631063644;-0.00269282631063644;-0.00269282631063644;-0.00269282631063644;-0.00269282631063644;-0.00269282631063644;-0.00269282631063644;-0.00269282631063644;-0.00269282631063644;-0.00269282631063644
"L-Tryptophane";0.00184488125928747;0.00184488125928747;0.00184488125928747;0.00184488125928747;0.00184488125928747;0.00184488125928747;0.00184488125928747;0.00184488125928747;0.00184488125928747;0.00184488125928747;0.00184488125928747;0.00184488125928747;0.00184488125928747;0.00184488125928747;0.00184488125928747;0.00184488125928747;0.00184488125928747;0.00184488125928747;0.00184488125928747;0.00184488125928747;0.00184488125928747
"L-Ornithine";0.0156613708071646;0.0156613708071646;0.0156613708071646;0.0156613708071646;0.0156613708071646;0.0156613708071646;0.0156613708071646;0.0156613708071646;0.0156613708071646;0.0156613708071646;0.0156613708071646;0.0156613708071646;0.0156613708071646;0.0156613708071646;0.0156613708071646;0.0156613708071646;0.0156613708071646;0.0156613708071646;0.0156613708071646;0.0156613708071646;0.0156613708071646
"Diphosphate ";-0.00218389752251387;-0.00218389752251387;-0.00218389752251387;-0.00218389752251387;-0.00218389752251387;-0.00218389752251387;-0.00218389752251387;-0.00218389752251387;-0.00218389752251387;-0.00218389752251387;-0.00218389752251387;-0.00218389752251387;-0.00218389752251387;-0.00218389752251387;-0.00218389752251387;-0.00218389752251387;-0.00218389752251387;-0.00218389752251387;-0.00218389752251387;-0.00218389752251387;-0.00218389752251387
"D-Fructose";0.0292117587537965;0.0292117587537965;0.0292117587537965;0.0292117587537965;0.0292117587537965;0.0292117587537965;0.0292117587537965;0.0292117587537965;0.0292117587537965;0.0292117587537965;0.0292117587537965;0.0292117587537965;0.0292117587537965;0.0292117587537965;0.0292117587537965;0.0292117587537965;0.0292117587537965;0.0292117587537965;0.0292117587537965;0.0292117587537965;0.0292117587537965
"Glucose-1-phosphate ";3.68935993368805e-05;3.68935993368805e-05;3.68935993368805e-05;3.68935993368805e-05;3.68935993368805e-05;3.68935993368805e-05;3.68935993368805e-05;3.68935993368805e-05;3.68935993368805e-05;3.68935993368805e-05;3.68935993368805e-05;3.68935993368805e-05;3.68935993368805e-05;3.68935993368805e-05;3.68935993368805e-05;3.68935993368805e-05;3.68935993368805e-05;3.68935993368805e-05;3.68935993368805e-05;3.68935993368805e-05;3.68935993368805e-05
"beta- D-Fructose 6-phosphate";0.00138456222336446;0.00138456222336446;0.00138456222336446;0.00138456222336446;0.00138456222336446;0.00138456222336446;0.00138456222336446;0.00138456222336446;0.00138456222336446;0.00138456222336446;0.00138456222336446;0.00138456222336446;0.00138456222336446;0.00138456222336446;0.00138456222336446;0.00138456222336446;0.00138456222336446;0.00138456222336446;0.00138456222336446;0.00138456222336446;0.00138456222336446
"D-Glucose 6-phosphate";-0.000492614529519498;-0.000492614529519498;-0.000492614529519498;-0.000492614529519498;-0.000492614529519498;-0.000492614529519498;-0.000492614529519498;-0.000492614529519498;-0.000492614529519498;-0.000492614529519498;-0.000492614529519498;-0.000492614529519498;-0.000492614529519498;-0.000492614529519498;-0.000492614529519498;-0.000492614529519498;-0.000492614529519498;-0.000492614529519498;-0.000492614529519498;-0.000492614529519498;-0.000492614529519498
"sucrose ";0.00867087594038467;0.00867087594038467;0.00867087594038467;0.00867087594038467;0.00867087594038467;0.00867087594038467;0.00867087594038467;0.00867087594038467;0.00867087594038467;0.00867087594038467;0.00867087594038467;0.00867087594038467;0.00867087594038467;0.00867087594038467;0.00867087594038467;0.00867087594038467;0.00867087594038467;0.00867087594038467;0.00867087594038467;0.00867087594038467;0.00867087594038467
"Phosphoenolpyruvate ";0.0226816965290311;0.0226816965290311;0.0226816965290311;0.0226816965290311;0.0226816965290311;0.0226816965290311;0.0226816965290311;0.0226816965290311;0.0226816965290311;0.0226816965290311;0.0226816965290311;0.0226816965290311;0.0226816965290311;0.0226816965290311;0.0226816965290311;0.0226816965290311;0.0226816965290311;0.0226816965290311;0.0226816965290311;0.0226816965290311;0.0226816965290311
"alpha-D-Ribose 5-phosphate";0.100125567568939;0.100125567568939;0.100125567568939;0.100125567568939;0.100125567568939;0.100125567568939;0.100125567568939;0.100125567568939;0.100125567568939;0.100125567568939;0.100125567568939;0.100125567568939;0.100125567568939;0.100125567568939;0.100125567568939;0.100125567568939;0.100125567568939;0.100125567568939;0.100125567568939;0.100125567568939;0.100125567568939
"4-Aminobutanoate (GABA)";0.0221663549296378;0.0221663549296378;0.0221663549296378;0.0221663549296378;0.0221663549296378;0.0221663549296378;0.0221663549296378;0.0221663549296378;0.0221663549296378;0.0221663549296378;0.0221663549296378;0.0221663549296378;0.0221663549296378;0.0221663549296378;0.0221663549296378;0.0221663549296378;0.0221663549296378;0.0221663549296378;0.0221663549296378;0.0221663549296378;0.0221663549296378
"(R)-3-Hydroxybutanoate";-0.000526395243608387;-0.000526395243608387;-0.000526395243608387;-0.000526395243608387;-0.000526395243608387;-0.000526395243608387;-0.000526395243608387;-0.000526395243608387;-0.000526395243608387;-0.000526395243608387;-0.000526395243608387;-0.000526395243608387;-0.000526395243608387;-0.000526395243608387;-0.000526395243608387;-0.000526395243608387;-0.000526395243608387;-0.000526395243608387;-0.000526395243608387;-0.000526395243608387;-0.000526395243608387
"Glycolate ";0.00308070927305324;0.00308070927305324;0.00308070927305324;0.00308070927305324;0.00308070927305324;0.00308070927305324;0.00308070927305324;0.00308070927305324;0.00308070927305324;0.00308070927305324;0.00308070927305324;0.00308070927305324;0.00308070927305324;0.00308070927305324;0.00308070927305324;0.00308070927305324;0.00308070927305324;0.00308070927305324;0.00308070927305324;0.00308070927305324;0.00308070927305324
"D-Gluconate";-0.00444368597558;-0.00444368597558;-0.00444368597558;-0.00444368597558;-0.00444368597558;-0.00444368597558;-0.00444368597558;-0.00444368597558;-0.00444368597558;-0.00444368597558;-0.00444368597558;-0.00444368597558;-0.00444368597558;-0.00444368597558;-0.00444368597558;-0.00444368597558;-0.00444368597558;-0.00444368597558;-0.00444368597558;-0.00444368597558;-0.00444368597558
