uk;V1_1;V1_2;V1_3;V1_4;V1_5;V1_6;V1_7;V1_8;V1_9;V1_10;V1_11;V1_12;V1_13;V1_14;V1_15;V1_16;V1_17;V1_18;V1_19;V1_20;V1_21
"AG3PPA";0.0688155723565787;0.0753110281279268;0.0818064838992744;0.0883019396706222;0.0942402338206892;0.0942402338206892;0.0942402338206892;0.0942402338206893;0.0942402338206892;0.0942402338206892;0.0942402338206892;0.0942402338206892;0.0942402338206892;0.0942402338206892;0.0942402338206892;0.0942402338206892;0.0942402338206892;0.0942402338206892;0.0942402338206892;0.0942402338206892;0.0942402338206892
"AGA";0.0696584173249472;0.0761538730962951;0.0826493288676429;0.0891447846389907;0.0950723386109305;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295
"AGAT";0.0696584173249472;0.0761538730962951;0.0826493288676444;0.0891447846389907;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295
"AGC2AGC";0.0696584173249472;0.0761538730962951;0.0826493288676429;0.0891447846389898;0.095072338610929;0.0950723386109295;0.0950723386109309;0.0950723386109309;0.0950723386109309;0.0950723386109295;0.0950723386109309;0.0950723386109295;0.0950723386109309;0.0950723386109309;0.0950723386109309;0.0950723386109309;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295
"AGMH1";0.0696584173249472;0.0761538730962951;0.0826493288676429;0.0891447846389907;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295
"AGMH2";0.0696584173249472;0.0761538730962951;0.082649328867643;0.0891447846389907;0.0950723386109284;0.0950723386109283;0.0950723386109247;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295
"AGPT";0.0696584173249472;0.0761538730962951;0.0826493288676429;0.0891447846389907;0.0950723386109295;0.0950723386109295;0.0950723386109297;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295
"AGS";0.0696584173249472;0.0761538730962951;0.0826493288676429;0.0891447846389907;0.0950723386109305;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295
"AGT_1";0.0696584173249472;0.0761538730962951;0.0826493288676429;0.0891447846389907;0.0950723386109305;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295
"AHD";0.0696584173249472;0.0761538730962951;0.0826493288676429;0.0891447846389907;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295;0.0950723386109295
