Var1;S1_1;S1_2;S1_3;S1_4;S1_5;S1_6;S1_7;S1_8;S1_9;S1_10;S1_11;S1_12;S1_13;S1_14;S1_15;S1_16;S1_17;S1_18;S1_19;S1_20;S1_21
"Isocitrate ";0.0316064684331813;0.0316064684331813;0.0316064684331813;0.0316064684331813;0.0316064684331813;0.0316064684331813;0.0316064684331813;0.0316064684331813;0.0316064684331813;0.0316064684331813;0.0316064684331813;0.0316064684331813;0.0316064684331813;0.0316064684331813;0.0316064684331813;0.0316064684331813;0.0316064684331813;0.0316064684331813;0.0316064684331813;0.0316064684331813;0.0316064684331813
"2-Oxoglutarate";0.011816937445409;0.011816937445409;0.011816937445409;0.011816937445409;0.011816937445409;0.011816937445409;0.011816937445409;0.011816937445409;0.011816937445409;0.011816937445409;0.011816937445409;0.011816937445409;0.011816937445409;0.011816937445409;0.011816937445409;0.011816937445409;0.011816937445409;0.011816937445409;0.011816937445409;0.011816937445409;0.011816937445409
"succinic acid";0.00422378965467539;0.00422378965467539;0.00422378965467539;0.00422378965467539;0.00422378965467539;0.00422378965467539;0.00422378965467539;0.00422378965467539;0.00422378965467539;0.00422378965467539;0.00422378965467539;0.00422378965467539;0.00422378965467539;0.00422378965467539;0.00422378965467539;0.00422378965467539;0.00422378965467539;0.00422378965467539;0.00422378965467539;0.00422378965467539;0.00422378965467539
"Fumarate ";-0.00176088630722768;-0.00176088630722768;-0.00176088630722768;-0.00176088630722768;-0.00176088630722768;-0.00176088630722768;-0.00176088630722768;-0.00176088630722768;-0.00176088630722768;-0.00176088630722768;-0.00176088630722768;-0.00176088630722768;-0.00176088630722768;-0.00176088630722768;-0.00176088630722768;-0.00176088630722768;-0.00176088630722768;-0.00176088630722768;-0.00176088630722768;-0.00176088630722768;-0.00176088630722768
"L-Malate";-0.0013043101467;-0.0013043101467;-0.0013043101467;-0.0013043101467;-0.0013043101467;-0.0013043101467;-0.0013043101467;-0.0013043101467;-0.0013043101467;-0.0013043101467;-0.0013043101467;-0.0013043101467;-0.0013043101467;-0.0013043101467;-0.0013043101467;-0.0013043101467;-0.0013043101467;-0.0013043101467;-0.0013043101467;-0.0013043101467;-0.0013043101467
"L-Serine";0.00664641784257429;0.00664641784257429;0.00664641784257429;0.00664641784257429;0.00664641784257429;0.00664641784257429;0.00664641784257429;0.00664641784257429;0.00664641784257429;0.00664641784257429;0.00664641784257429;0.00664641784257429;0.00664641784257429;0.00664641784257429;0.00664641784257429;0.00664641784257429;0.00664641784257429;0.00664641784257429;0.00664641784257429;0.00664641784257429;0.00664641784257429
"L-Glutamate";0.00650071904794645;0.00650071904794645;0.00650071904794645;0.00650071904794645;0.00650071904794645;0.00650071904794645;0.00650071904794645;0.00650071904794645;0.00650071904794645;0.00650071904794645;0.00650071904794645;0.00650071904794645;0.00650071904794645;0.00650071904794645;0.00650071904794645;0.00650071904794645;0.00650071904794645;0.00650071904794645;0.00650071904794645;0.00650071904794645;0.00650071904794645
"L-Aspartate";-0.00530937032867862;-0.00530937032867862;-0.00530937032867862;-0.00530937032867862;-0.00530937032867862;-0.00530937032867862;-0.00530937032867862;-0.00530937032867862;-0.00530937032867862;-0.00530937032867862;-0.00530937032867862;-0.00530937032867862;-0.00530937032867862;-0.00530937032867862;-0.00530937032867862;-0.00530937032867862;-0.00530937032867862;-0.00530937032867862;-0.00530937032867862;-0.00530937032867862;-0.00530937032867862
"L-cysteine";-0.00653354152813849;-0.00653354152813849;-0.00653354152813849;-0.00653354152813849;-0.00653354152813849;-0.00653354152813849;-0.00653354152813849;-0.00653354152813849;-0.00653354152813849;-0.00653354152813849;-0.00653354152813849;-0.00653354152813849;-0.00653354152813849;-0.00653354152813849;-0.00653354152813849;-0.00653354152813849;-0.00653354152813849;-0.00653354152813849;-0.00653354152813849;-0.00653354152813849;-0.00653354152813849
"L-Homocysteine";0.00656256264133642;0.00656256264133642;0.00656256264133642;0.00656256264133642;0.00656256264133642;0.00656256264133642;0.00656256264133642;0.00656256264133642;0.00656256264133642;0.00656256264133642;0.00656256264133642;0.00656256264133642;0.00656256264133642;0.00656256264133642;0.00656256264133642;0.00656256264133642;0.00656256264133642;0.00656256264133642;0.00656256264133642;0.00656256264133642;0.00656256264133642
"L-phenylalanine";0.0509213139726295;0.0509213139726295;0.0509213139726295;0.0509213139726295;0.0509213139726295;0.0509213139726295;0.0509213139726295;0.0509213139726295;0.0509213139726295;0.0509213139726295;0.0509213139726295;0.0509213139726295;0.0509213139726295;0.0509213139726295;0.0509213139726295;0.0509213139726295;0.0509213139726295;0.0509213139726295;0.0509213139726295;0.0509213139726295;0.0509213139726295
"L-Tryptophane";0.0655740598054559;0.0655740598054559;0.0655740598054559;0.0655740598054559;0.0655740598054559;0.0655740598054559;0.0655740598054559;0.0655740598054559;0.0655740598054559;0.0655740598054559;0.0655740598054559;0.0655740598054559;0.0655740598054559;0.0655740598054559;0.0655740598054559;0.0655740598054559;0.0655740598054559;0.0655740598054559;0.0655740598054559;0.0655740598054559;0.0655740598054559
"L-Ornithine";0.00648795864399847;0.00648795864399847;0.00648795864399847;0.00648795864399847;0.00648795864399847;0.00648795864399847;0.00648795864399847;0.00648795864399847;0.00648795864399847;0.00648795864399847;0.00648795864399847;0.00648795864399847;0.00648795864399847;0.00648795864399847;0.00648795864399847;0.00648795864399847;0.00648795864399847;0.00648795864399847;0.00648795864399847;0.00648795864399847;0.00648795864399847
"Diphosphate ";0.00261568438794537;0.00261568438794537;0.00261568438794537;0.00261568438794537;0.00261568438794537;0.00261568438794537;0.00261568438794537;0.00261568438794537;0.00261568438794537;0.00261568438794537;0.00261568438794537;0.00261568438794537;0.00261568438794537;0.00261568438794537;0.00261568438794537;0.00261568438794537;0.00261568438794537;0.00261568438794537;0.00261568438794537;0.00261568438794537;0.00261568438794537
"D-Fructose";0.0010644394598905;0.0010644394598905;0.0010644394598905;0.0010644394598905;0.0010644394598905;0.0010644394598905;0.0010644394598905;0.0010644394598905;0.0010644394598905;0.0010644394598905;0.0010644394598905;0.0010644394598905;0.0010644394598905;0.0010644394598905;0.0010644394598905;0.0010644394598905;0.0010644394598905;0.0010644394598905;0.0010644394598905;0.0010644394598905;0.0010644394598905
"Glucose-1-phosphate ";0.0141240894022993;0.0141240894022993;0.0141240894022993;0.0141240894022993;0.0141240894022993;0.0141240894022993;0.0141240894022993;0.0141240894022993;0.0141240894022993;0.0141240894022993;0.0141240894022993;0.0141240894022993;0.0141240894022993;0.0141240894022993;0.0141240894022993;0.0141240894022993;0.0141240894022993;0.0141240894022993;0.0141240894022993;0.0141240894022993;0.0141240894022993
"beta- D-Fructose 6-phosphate";0.00930835519844314;0.00930835519844314;0.00930835519844314;0.00930835519844314;0.00930835519844314;0.00930835519844314;0.00930835519844314;0.00930835519844314;0.00930835519844314;0.00930835519844314;0.00930835519844314;0.00930835519844314;0.00930835519844314;0.00930835519844314;0.00930835519844314;0.00930835519844314;0.00930835519844314;0.00930835519844314;0.00930835519844314;0.00930835519844314;0.00930835519844314
"D-Glucose 6-phosphate";0.00871972035406195;0.00871972035406195;0.00871972035406195;0.00871972035406195;0.00871972035406195;0.00871972035406195;0.00871972035406195;0.00871972035406195;0.00871972035406195;0.00871972035406195;0.00871972035406195;0.00871972035406195;0.00871972035406195;0.00871972035406195;0.00871972035406195;0.00871972035406195;0.00871972035406195;0.00871972035406195;0.00871972035406195;0.00871972035406195;0.00871972035406195
"sucrose ";-0.00598172776903903;-0.00598172776903903;-0.00598172776903903;-0.00598172776903903;-0.00598172776903903;-0.00598172776903903;-0.00598172776903903;-0.00598172776903903;-0.00598172776903903;-0.00598172776903903;-0.00598172776903903;-0.00598172776903903;-0.00598172776903903;-0.00598172776903903;-0.00598172776903903;-0.00598172776903903;-0.00598172776903903;-0.00598172776903903;-0.00598172776903903;-0.00598172776903903;-0.00598172776903903
"Phosphoenolpyruvate ";-0.098749780754236;-0.098749780754236;-0.098749780754236;-0.098749780754236;-0.098749780754236;-0.098749780754236;-0.098749780754236;-0.098749780754236;-0.098749780754236;-0.098749780754236;-0.098749780754236;-0.098749780754236;-0.098749780754236;-0.098749780754236;-0.098749780754236;-0.098749780754236;-0.098749780754236;-0.098749780754236;-0.098749780754236;-0.098749780754236;-0.098749780754236
"alpha-D-Ribose 5-phosphate";0.00662114671888757;0.00662114671888757;0.00662114671888757;0.00662114671888757;0.00662114671888757;0.00662114671888757;0.00662114671888757;0.00662114671888757;0.00662114671888757;0.00662114671888757;0.00662114671888757;0.00662114671888757;0.00662114671888757;0.00662114671888757;0.00662114671888757;0.00662114671888757;0.00662114671888757;0.00662114671888757;0.00662114671888757;0.00662114671888757;0.00662114671888757
"4-Aminobutanoate (GABA)";0.00611658872568347;0.00611658872568347;0.00611658872568347;0.00611658872568347;0.00611658872568347;0.00611658872568347;0.00611658872568347;0.00611658872568347;0.00611658872568347;0.00611658872568347;0.00611658872568347;0.00611658872568347;0.00611658872568347;0.00611658872568347;0.00611658872568347;0.00611658872568347;0.00611658872568347;0.00611658872568347;0.00611658872568347;0.00611658872568347;0.00611658872568347
"(R)-3-Hydroxybutanoate";0.00365804036316374;0.00365804036316374;0.00365804036316374;0.00365804036316374;0.00365804036316374;0.00365804036316374;0.00365804036316374;0.00365804036316374;0.00365804036316374;0.00365804036316374;0.00365804036316374;0.00365804036316374;0.00365804036316374;0.00365804036316374;0.00365804036316374;0.00365804036316374;0.00365804036316374;0.00365804036316374;0.00365804036316374;0.00365804036316374;0.00365804036316374
"Glycolate ";0.000532716900012076;0.000532716900012076;0.000532716900012076;0.000532716900012076;0.000532716900012076;0.000532716900012076;0.000532716900012076;0.000532716900012076;0.000532716900012076;0.000532716900012076;0.000532716900012076;0.000532716900012076;0.000532716900012076;0.000532716900012076;0.000532716900012076;0.000532716900012076;0.000532716900012076;0.000532716900012076;0.000532716900012076;0.000532716900012076;0.000532716900012076
"D-Gluconate";-0.0696512382989295;-0.0696512382989295;-0.0696512382989295;-0.0696512382989295;-0.0696512382989295;-0.0696512382989295;-0.0696512382989295;-0.0696512382989295;-0.0696512382989295;-0.0696512382989295;-0.0696512382989295;-0.0696512382989295;-0.0696512382989295;-0.0696512382989295;-0.0696512382989295;-0.0696512382989295;-0.0696512382989295;-0.0696512382989295;-0.0696512382989295;-0.0696512382989295;-0.0696512382989295
