uk;V1_1;V1_2;V1_3;V1_4;V1_5;V1_6;V1_7;V1_8;V1_9;V1_10;V1_11;V1_12;V1_13;V1_14;V1_15;V1_16;V1_17;V1_18;V1_19;V1_20;V1_21
"EX_a(e)";0.0649067026335423;0.0714021584048925;0.077897614176238;0.084393069947586;0.0904259345156103;0.0904259345156103;0.0904259345156103;0.0904259345156103;0.0904259345156103;0.0904259345156103;0.0904259345156103;0.0904259345156103;0.0904259345156103;0.0904259345156103;0.0904259345156103;0.0904259345156103;0.0904259345156103;0.0904259345156103;0.0904259345156103;0.0904259345156103;0.0904259345156103
"EX_ac(e)";0.0649067026335424;0.0714021584048902;0.0778976141762379;0.0843930699475858;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715
"EX_accoa";0.0649067026335423;0.0714021584048901;0.077897614176238;0.0843930699475857;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715
"EX_acp(e)";0.0649067026335424;0.0714021584048902;0.077897614176238;0.0843930699475858;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715
"EX_agc(e)";0.0649067026335423;0.0714021584048899;0.077897614176238;0.0843930699475857;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715
"EX_ala(e)";0.0649067026335423;0.0714021584048903;0.0778976141762379;0.0843930699475857;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715
"EX_arg(e)";0.00219752195786324;0.00900428844190322;0.0158110549259432;0.0226178214099832;0.0294245878940232;0.0297135020602032;0.0297135020602032;0.0297135020602032;0.0297135020602032;0.0297135020602032;0.0297135020602032;0.0297135020602032;0.0297135020602032;0.0297135020602032;0.0297135020602032;0.0297135020602032;0.0297135020602032;0.0297135020602032;0.0297135020602032;0.0297135020602032;0.0297135020602032
"EX_asn(e)";0.0649067026335424;0.0714021584048901;0.077897614176238;0.0843930699475858;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715
"EX_asp(e)";0.0649067026335424;0.0714021584048901;0.077897614176238;0.0843930699475858;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715
"EX_asuccin(e)";0.0649067026335424;0.0714021584048901;0.077897614176238;0.0843930699475858;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715;0.0903811739187715
